es_term,en_term
nanosferas,Nanosphere
xantonas,Xanthones
tetralonas,Tetralones
lipoxina,Lipoxin
microfluídica,microfluidic
rucker,Yersinia
ruckeri,Yersinia
epigénesis,Genetic
bencilisoquinolina,Benzylisoquinoline
bencilisoquinolinas,Benzylisoquinoline
bencil-isoquinolina,Benzylisoquinoline
bisbencilisoquinolina,Bisbenzylisoquinoline
bisbencilisoquinolinas,Bisbenzylisoquinoline
bis-bencilisoquinolina,Bisbenzylisoquinoline
extrasuprarrenal,Extra-Adrenal
piscirickettsiosis,Piscirickettsiosis
etnias,Ethnic Group
afrodescendiente,African Continental Ancestry Group
afrodescendientes,African Continental Ancestry Group
genómicas,Genomic
ancladas,Anchored
genotóxico,Genotoxic
proteinasa-activados,PROTEASE
saltadores,Transposon
pteridinona,Pteridinone
pteridinonas,Pteridinone
bencenoacetamidas,Benzeneacetamides
benzenoacetamidas,Benzeneacetamides
autoempalmable,Self
auto-empalmante,Self
neuroendoscopios,Neuroendoscope
celulosomas,Cellulosome
trofoterapia,Nutritional Therapy
beancología,Nutritional
naftazarinas,Naphthazarins
concatenado,Concatenated
f-box,F-Box
culina,Cullin
cullinas,Cullin
cullin,Cullin
coxib,coxib
cox-2,coxib
biflavonoide,Biflavonoid
biflavonoides,Biflavonoid
flavonolignanos,Flavonolignans
quempferoles,Kaempferols
flavanonas,Flavanones
homoisoflavona,Homoisoflavone
homoisoflavonas,Homoisoflavone
3-bencilcroman-4-ona,Homoisoflavone
tiazolidindionas,glitazone
fosfo-específicos,Phosphospecific
fosfopéptido-específico,Phosphospecific
antifosfopéptido-específico,Phosphospecific
hct116,HCT116
peptídicos,Peptide
fotosintético,Photosynthetic
fotosintéticos,Photosynthetic
hmpv,hMPV
inotropismo,Inotropism
contractilidad,Heart
microburbujas,microbubble
compost,Compost
compostado,Compost
endotelio-derivado,EDRF
endotelio-dependientes,EDRF
fluctuans,Enhydra
ixeris,Ixeri
arroyuela,Lythrum anceps
salicaria,Lythrum anceps
arroyuella,Lythrum anceps
saprosma,Saprosma
cordifolia,Rubia
raulinoa,Raulinoa
teclea,Teclea
bergamia,Citrus
bergamias,Citrus
castela,Castela
dunalia,Dunalia
allanblackia,Allanblackia
psorospermum,Psorospermum
bactericidas,Bacteriocide
termales,hot
pithecolobium,Pithecolobium
tachigali,Tachigalia
zymar,Zymar
indolquinonas,Indolequinones
indolequinonas,Indolequinones
cruciforme,DNA
tetraoxanos,Tetroxanes
cuánticos,Quantum
metaloexopeptidasas,Metalloexopeptidase
hemiterpeno,Hemiterpene
hemiterpenos,Hemiterpene
hemiterpenoide,Hemiterpene
abietano,Abietanes
abietanos,Abietanes
pimaranos,Pimaranes
pimarano,Pimaranes
clerodanos,Clerodanes
clerodánicos,Clerodanes
kaurano,Kaurane
kauranos,Kaurane
ent-kaurano,Ent Kaurane
ent-kauranos,Ent Kaurane
ent-kaureno,Ent-Kaurene
ent-kaurenos,Ent-Kaurene
norditerpeno,Norditerpene
norditerpenos,Norditerpene
norditerpenoide,Norditerpene
dterpenos,Cembranes
cembranos,Cembranes
labdano,Labdanes
labdanos,Labdanes
eudesmanos,Eudesmanes
eudesmano,Eudesmanes
germacranos,Germacranes
germacrano,Germacrane
guaiano,Guaiane
guaianos,Guaiane
guayano,Guaiane
norisoprenoide,Norisoprenoid
norisoprenoides,Norisoprenoid
nor-isoprenoide,Norisoprenoid
ionona,IONONE
iononas,IONONE
íleo,Ileus
psychobacter,Psychobacter
pp2cépsilon,PP2Cepsilon
ppm1e,PP2Cepsilon
queratina-12,Keratin-12
bactidol,Elsix
doreperol,Doreperol
resveratrol-3-sulfato,Resveratrol-3-sulfate
anabolizantes,Anabolic Agents
anabólicos,Anabolic
anabolizante,Anabolic
inupiat,inupiat
lpa-1,LPA1
iprivask,Iprivask
cinacalcet,CNC
amg073,AMG073
celulasas,Cellulases
tbg-mino,TBG-MINO
tigeciclina,TBG-MINO
ecoencefalógrafo,Echoencephalograph
rotablator,Rotablator
microquerátomo,Microkeratome
termocupla,Thermocouple
acetonemia,Acetonemia
aórticas,AOVD
ópalo,Opal
moqueo,Snuffles
hipostasia,Pulmonary
"pulmonar,",Pulmonary
diplomielia,Diplomyelia
intracorpuscular,Intracorpuscular
diamond-blackfan,DBA
piringer,Piringer
hipotalámico/hipofisaria,Hypothalamic/pituitary
leichmannii,Lactobacillus
blarina,Blarina
crocodilia,Crocodilia
lambstongue,Lambstongue
integerrimus,Lambstongue
porongo,Gourd
asclepiadea,Milkweed
fructicosa,Milkweed
cebolletas,Chive
schoenoprasum,Chive
eliminado,suppress
rojo,Red
lipoatrophia,Semicircular
semicircularis,Semicircular
lipoblastoma,Lipoblastoma
tenodesis,Tenodesis
"enteroscopia,",Diagnostic
vólvulos,Detorsion
colangiostomía,Cholangiostomy
esplenorrafia,Splenorrhaphy
vesicolitotomía,Suprapubic
frenckner,Frenckner
schwartze,Schwartze
carunculae,Hymenal
hymenales,Hymenal
himeneales,Hymenal
myrtiformis,Hymenal
zonulares,Zonular
bombeador,Pumpman
baraitser,Baraitser
visit,Postnatal
pontoneocerebelosa,PCH
l5/s1,disc
areolares,Areolar
"tyrosidon,",XPT
inseguras,Unsafe
culinaris,lentil
ascalonicum,Allium
citocinética,Cytokinetic
actinomicetoma,Actinomycetoma
actinomicetomas,Actinomycetoma
mcbride,McBride
emmet,Trachelorrhaphy
ciclodiatermia,Cyclodiathermy
ciclocauterización,Cyclodiathermy
inv,Inv
cambió,New
osiculoplastia,Ossiculoplasty
navío,Ships
fibromatosas,Fibromatous
pilorectomía,Pylorectomy
tipográfico,Printing
mch,MCH - NOS
corpuscular,MCH
anorquia,Anorchia
rickettsiae,Subclass
heteroinjerto,Xenograft
paso,Step
gastroduodenostomía,Gastroduodenostomy
bisalbuminemia,Bisalbuminemia
cd10+,CD10+
galactostasis,Galactostasis
osmofobia,Osmophobia
heteroplasia,Heteroplasia
condrosis,Chondrosis
vaginoperineorrafia,Vaginoperineorrhaphy
evocación,Recall
cistopatía,Diabetic
oculogiración,Oculogyration
esfincterectomía,Bladder
sunct,SUNCT
eliptocitos,Elliptocytes
lipohipertrofia,Lipohypertrophy
queratomicosis,Keratomycosis
suceso,Unevaluable
moraxela,Bronchitis
necromanía,Necromania
esclerodérmica,Scleroderma
bullectomía,Emphysematous
fta,FTA
telangiosis,Telangiosis
braquimenorrea,Brachymenorrhea
pseudoangiosarcoma,Masson's
ecoacusia,Echoacousia
alaveolitis,Lymphocytic
orofaringea,Oropharyngeal
tamponamiento,Hemorrhagic
hipoestrogenemia,Hypoestrogenemia
capilarectasia,Capillarectasia
rank-l,sRANKL
sindesmopexia,Syndesmopexy
esteaotósica,Dermatitis
disrupción,Genital
sobredistensión,Bladder
dismetabólico,Dysmetabolic
cataforia,Cataphoria
mieloradiculitis,Myeloradiculitis
inmobilización,Joint
invasivas,Invasive
invasoras,Invasive
"oftálmico,",Ophthalmic
reprocesado,Ophthalmic
"botulinum,",Clostridium
pubococcígeo,Pubococcygeus
carpianas,carpal
medicinalis,Medicinal
hidrocitosis,Hereditary
porro,Leek
ajoporro,Leek
eglefino,Haddock
macrorquidia,Large testis
macrorquídia,Large testis
macroorquidismo,Large testis
lauromacrogol,Lauromacrogol
colangiolítica,Cholangiolitic
hipercupruria,Hypercupruria
sulfatemia,Sulfatemia
sulfatiduria,Sulfatiduria
estronciuresis,Strontiuresis
uroporfiria,Uroporphyria
uroporfirinuria,Uroporphyria
coproporfirinuria,Coproporphyrinuria
protoporfirinuria,Protoporphyrinuria
licopenemia,Lycopenemia
linfofolicular,Follicular
salpingoovaritis,abortion;
tdah,ADD
stroke,Stroke
hipoinsulinismo,Hypoinsulinism
houssay,Houssay
hipercitosis,Abnormally increased cellular element of blood
hemolytic,hemolytic
haemolytic,hemolytic
metahemalbuminemia,Methemalbuminemia
metahemalbuminuria,Methemalbuminuria
sulfahemoglobinuria,Sulfhemoglobinuria
carboxihemoglobinuria,Carboxyhemoglobinuria
prelaríngea,Prelaryngeal
delfiana,Delphian
escalena,Scalene
prepericárdica,Prepericardial
supramamaria,Supramammary
suprapilórica,Suprapyloric
subpilórica,Subpyloric
retropilórica,Retropyloric
pancreatoesplénica,Pancreaticosplenic
mediocólica,Midcolic
subilíaca,Subiliac
interilíaca,Interiliac
paramamaria,Paramammary
fleckmilz,Fleckmilz
amidgdalina,Simple
poaceae,Poaceae
fabáceas,Fabaceae
passififloraceae,Passifloraceae
brassicaceae,Brassicaceae
cupressaceae,Cupressaceae
cycadaceae,Cycadaceae
equisetaceae,Equisetaceae
fagáceas,Fagaceae
gentianas,Gentianaceae
conbretaceae,Combretaceae
posestreptocócico,Post-streptococcal
posvírico,Post-viral
narrativo,Narrative
textual,Text
prediálisis,Pre-dialysis
posdiálisis,Post-dialysis
postdiálisis,Post-dialysis
porcentilo,PRCTL
areico,NARIC
arbitrario,ARB
horaria,TRTO
entítico,ENT
entítica,ENTCAT
existencia,PRID
superpuesto,Overlapping
nefrotópico,Renotrophic
renotrófico,Renotrophic
renotrópico,Renotrophic
renotróficas,Renotrophic
youngiibacter,Youngiibacter
cavigenitalium,Haploplasma
multilocale,Acholeplasma
bereziniae,Acinetobacter
guillouiae,Acinetobacter
rosii,Actinobacillus
verrucospora,Actinomadura
radingae/turicensis,Actinomyces
anaerobiospirillium,Anaerobiospirillium
astrocyaneus,Arthrobacter
mysorens,Arthrobacter
agardhaerebs,Bacillus
chittonlyticus,Bacillus
niacinii,Bacillus
baltazardii,Borrelia
mecbrellneri,Brevibacterium
pametenisis,Helicobacter
scopthalmum,Flavobacterium
adrichii,Clostridium
hydroxybenzoicus,Clostridium
neopropinonicum,Clostridium
niigateaensis,Aminobacter
huettwillen,Salmonella
"1,4,12:a:l,w",Salmonella
tumodi,Salmonella
haduna,Salmonella
vuadens,Salmonella
"b,5:r:-",Salmonella
calvinia,Salmonella
"6,7:a:z42",Salmonella
7:a:z42,Salmonella
"6,7:c:1,7",Salmonella
"6,7:g:z51:-",Salmonella
winston,Salmonella
"6,7:m,t:1,6",Salmonella
oakey,Salmonella
"6,7:m,t:z64",Salmonella
"6,7:m,t:-",Salmonella
strathcona,Salmonella
"6,7:l,z13,z28:1,7",Salmonella
"6,7:l,z28:e,n,x",Salmonella
"6,7:z:1,2",Salmonella
"6,7:z4,z24:z42",Salmonella
7:z29:[z42],Salmonella
"6,7:z29:[z42]",Salmonella
tampico,Salmonella
"6,7:z36:e,n,z15",Salmonella
kallo,Salmonella
bsilla,Salmonella
"6,8:r:1,2",Salmonella
ramiremont,Salmonella
"6,8:z29:1,2",Salmonella
sindelfingen,Salmonella
"c2,6,8:z10:-",Salmonella
"c1,7:l,w:-",Salmonella
"1,9,12:g,z62:--",Salmonella
"1,9,12:g,z62:[e,n,x]",Salmonella
"1,9,12:m,t:1,5",Salmonella
"1,9,12:m,t:z39",Salmonella
"9,12:l,z28:1,6",Salmonella
"1,9,12:y:z39",Salmonella
franken,Salmonella
"9,12:z6:z67",Salmonella
treguier,Salmonella
"9,12:z10:z6",Salmonella
"9,12:-:-",Salmonella
"1,9,12:-:-",Salmonella
macclesfield,Salmonella
"9,46:g,m,s:1,2,7",Salmonella
"9,46:g,z62:-",Salmonella
nordrhein,Salmonella
nantes,Salmonella
"9,46:y:l,w",Salmonella
"3,10,15:g,m,s,t:-",Salmonella
"1,9,12,46,27:a:z6",Salmonella
"3,10:a:l,v",Salmonella
lamberhurst,Salmonella
"3,10:e,h:e,n,z15",Salmonella
tibati,Salmonella
"3,10:i:1,6",Salmonella
hoboken,Salmonella
"3,10:i:l,w",Salmonella
"3,15:b:1,5",Salmonella
petahtikve,Salmonella
"1,3,19:f,g,t:1,7",Salmonella
oersterbro,Salmonella
"1,3,19:k:1,5",Salmonella
kinson,Salmonella
"1,3,19:y:e,n,x",Salmonella
kainji,Salmonella
"1,3,19:z:1,6",Salmonella
honkong,Salmonella
"1,3,19:z:z6",Salmonella
geldimarina,Shewanella
brindisi,Salmonella
"11:c:1,6",Salmonella
"11:c:e,n,z15",Salmonella
"11:c:e,n,x",Salmonella
woodinville,Salmonella
moers,Salmonella
"11:m,t:-",Salmonella
"11:l,z13:1,2",Salmonella
"11:l,z13,z28:1,5",Salmonella
euston,Salmonella
"11:r,i:e,n,x,z15",Salmonella
"1,13,23:a:e,n,x",Salmonella
sanktjohann,Salmonella
"13,23:b:l,w",Salmonella
vridi,Salmonella
"1,13,23:e,h:l,w",Salmonella
"13,22:l,v:1,5,7",Salmonella
"13,22:r:-",Salmonella
"13,22:z:-",Salmonella
"1,13,22:z10:z6",Salmonella
slangkop,Salmonella
"1,6,14:z10:z6:z42",Salmonella
"(6),14:r:z",Salmonella
"(6),14:z10:e,n,x,z15",Salmonella
woodhull,Salmonella
"1,6,14,25:d:1,6",Salmonella
"6,14:l,v:z53",Salmonella
istoria,Salmonella
"1,6,14,25:r,i:1,5",Salmonella
arapahoe,Salmonella
"6,14:z4,z23:1,5",Salmonella
laredo,Salmonella
"1,6,14,25:z10:1,6",Salmonella
"6,14:z10:z53",Salmonella
"6,14:z52:e,n,x,z15",Salmonella
vegesack,Salmonella
"16:b:l,w",Salmonella
"16:e,n,x:1,6:z42",Salmonella
"16:g,[m],[s],t:[1,5]:[z42]",Salmonella
"g,[m],[s],t:[e,n,x]",Salmonella
cardoner,Salmonella
"16:g,s,t:-",Salmonella
agbara,Salmonella
"16:i:1,6",Salmonella
ivory,Salmonella
"16:r:1,6",Salmonella
gerland,Salmonella
"16:z:1,5",Salmonella
"16:z4,z24:-",Salmonella
"16:z35:e,n,x",Salmonella
"16:z36:e,n,z15",Salmonella
grancanaria,Salmonella
"17:c:1,5",Salmonella
luedinghausen,Salmonella
karlshamn,Salmonella
"17:d:e,n,z15",Salmonella
lowestoft,Salmonella
"17:g,s,t:-",Salmonella
17:k:z,Salmonella
"17:l,v:1,7",Salmonella
tendeba,Salmonella
"17:y:e,n,x",Salmonella
hadejia,Salmonella
"17:y:e,n,z15",Salmonella
"17:z:1,",Salmonella
"17:z:1,7",Salmonella
17:z10:,Salmonella
17:z10:-,Salmonella
aachen,Salmonella
"17:z35:1,6",Salmonella
"18:l,v:z53",Salmonella
"18:z10:e,n,x,z15",Salmonella
"18:z10:1,5",Salmonella
"18:r:1,5",Salmonella
tennenlohe,Salmonella
"21:c:e,n,x,z15",Salmonella
"21:g,",Salmonella
"21:k:1,2,5",Salmonella
21:r:z,Salmonella
21:z10:z53,Salmonella
"28:b:l,w",Salmonella
freefalls,Salmonella
yardley,Salmonella
"28:g,m:1,6",Salmonella
morillons,Salmonella
"28:m,t:1,6",Salmonella
catalunia,Salmonella
"28:l,z13,z28:1,5",Salmonella
penilla,Salmonella
"28:l,z13,z28:e,n,z15",Salmonella
cannobio,Salmonella
"28:z4,z23:1,5",Salmonella
28:z10:z,Salmonella
"28:z29:1,",Salmonella
"28:z29:1,5",Salmonella
torhout,Salmonella
"30:e,h:1,5",Salmonella
"30:m,t:-",Salmonella
mjordan,Salmonella
"30:i:e,n,z15",Salmonella
ockenheim,Salmonella
"30:l,z13,z28:1,6",Salmonella
"30:z10:e,n,x,z15",Salmonella
"35:k:e,n,x,z15",Salmonella
"35:l,v:z35:[z67]",Salmonella
35:r:z,Salmonella
"38:a:e,n,z15",Salmonella
"38:m,t:-",Salmonella
rothenburgsort,Salmonella
38:(k):z35,Salmonella
"38:l,v:e,n,z15",Salmonella
38:z:-,Salmonella
stachus,Salmonella
tachus,Salmonella
38:z10:-,Salmonella
neunkirchen,Salmonella
38:z53:-,Salmonella
38:z61:[z53],Salmonella
"39:[g],m,t:[e,n,x]",Salmonella
cumberland,Salmonella
"39:i:e,n,x",Salmonella
"39:i:e,n,z15",Salmonella
hegau,Salmonella
39:z10:-,Salmonella
"1,40:g,t:-",Salmonella
"40:g,z51:-",Salmonella
seminole,Salmonella
"1,40:g,z51:-",Salmonella
40:k:z6,Salmonella
canary,Salmonella
"40:l,v:1,6",Salmonella
"40:l,v:e,n,x",Salmonella
"1,40:l,z13,z28:1,2",Salmonella
40:z:z42,Salmonella
yekepa,Salmonella
"1,40:z35:e,n,z15",Salmonella
"1,40:z39:1,5:z42",Salmonella
"40:z39:1,6",Salmonella
"1,40:z81:-",Salmonella
"41:b:1,6",Salmonella
vaugirard,Salmonella
"41:b:e,n,z15",Salmonella
verona,Salmonella
"41:i:1,6",Salmonella
bofflens,Salmonella
"41:z4,z23:1,7",Salmonella
"41:z10:e,n,x,z",Salmonella
41:z29:,Salmonella
ahoutoue,Salmonella
"41:z35:1,6",Salmonella
"42:b:1,6",Salmonella
42:d:z6,Salmonella
borromea,Salmonella
"42:i:1,6",Salmonella
"42:k:e,n,x,z15",Salmonella
"42:z4,z23:e,n,z15",Salmonella
42:z10:z67,Salmonella
hennekamp,Salmonella
"42:z35:e,n,z15",Salmonella
43:b:-,Salmonella
niederoderwitz,Salmonella
orleans,Salmonella
"43:d:1,5",Salmonella
voulte,Salmonella
"43:i:e,n,x",Salmonella
44:a:,Salmonella
44:a:-,Salmonella
"44:g,t:1,5:z42",Salmonella
bolama,Salmonella
"44:z:e,n,x",Salmonella
ploufragan,Salmonella
"1,44:z4,z23:e,n,z15",Salmonella
llobregat,Salmonella
"44:z10:e,n,x",Salmonella
"44:z29:e,n,x:z42",Salmonella
warmsen,Salmonella
"45:d:e,n,z15",Salmonella
verviers,Salmonella
"45:k:1,5",Salmonella
"45:z:1,",Salmonella
"45:z:1,5",Salmonella
yopougon,Salmonella
"45:z:e,n,z15",Salmonella
aprad,Salmonella
45:z10:-,Salmonella
"45:z36,z38:-",Salmonella
"47:b:1,2",Salmonella
wenatchee,Salmonella
"47:g,z51:-",Salmonella
"47:l,v:z",Salmonella
"47:l,v:-",Salmonella
"47:r:e,n,x,z15",Salmonella
binche,Salmonella
"47:z4,z23:l,w",Salmonella
namoda,Salmonella
"47:z10:e,n,z15",Salmonella
47:z36:,Salmonella
47:z36:-,Salmonella
48:b:,Salmonella
48:b:-,Salmonella
48:d:-,Salmonella
48:i:z61,Salmonella
48:i:,Salmonella
48:i:-,Salmonella
"48:l,v:1,5",Salmonella
"48:z:1,5,7",Salmonella
48:z35:z52,Salmonella
48:z65:,Salmonella
48:z65:-,Salmonella
48:z81:,Salmonella
48:z81:-,Salmonella
50:a:,Salmonella
50:a:-,Salmonella
"50:d:1,5",Salmonella
hemingford,Salmonella
"50:g,z62:e,n,x",Salmonella
"50:l,v:z67",Salmonella
50:z10:z,Salmonella
ivorycoast,Salmonella
50:z52:z53,Salmonella
51:a:-,Salmonella
51:a:,Salmonella
"51:l,z28:z39",Salmonella
"51:z4,z32:-",Salmonella
bergues,Salmonella
"51:z10:1,5",Salmonella
52:z:z52,Salmonella
bordeaux,Salmonella
"51:k:1,5",Salmonella
52:z:z39,Salmonella
"52:z39:1,5,7",Salmonella
53:k:z53,Salmonella
"53:l,z28:z6",Salmonella
53:r:z68,Salmonella
53:z10:z,Salmonella
"53:-:1,6",Salmonella
"57:c:e,n,x,z15",Salmonella
"57:k:e,n,x,z15",Salmonella
57:z10:z,Salmonella
58:k:z,Salmonella
"58:z10:e,n,x,z15",Salmonella
58:z10:z53,Salmonella
"59:c:e,n,x,z15",Salmonella
59:r:z35,Salmonella
59:z52:z53,Salmonella
60:z10:z53,Salmonella
"60:z29:e,n,x",Salmonella
61:k:z35,Salmonella
61:r:z,Salmonella
61:z35:,Salmonella
61:z35:-,Salmonella
62:z29:-,Salmonella
62:z36:-,Salmonella
65:r:z35,Salmonella
"65:z52:e,n,x,z15",Salmonella
66:z39:,Salmonella
66:z39:-,Salmonella
enterococos,VRE
vancomicin-resistentes,VRE
vancomicina-resistentes,VRE
"enterococcus,","Enterococcus,"
coprostanoligenes,Eubacterium
histaminum,Photobacterium
thermophilm,Flavobacterium
kefirgranum,Lactobacillus
raffinolactis,Lactococcus
argentium,Leuconostoc
seifferetii,Mesoplasma
boevrei,Moraxella
margeritense,Mycobacterium
tuberculoid,ATM
escotocromógenas,Scotochromogenic
fotocromógenas,Photochromogenic
mesophilia,Thermomonospora
mesphilia,Thermomonospora
ef-4b,CDC
rubrisualbicans,Herbaspirillum
lepcaptivus,Mycoplasma
phocarinis,Mycoplasma
peptoestreptococos,Peptostreptococcus
prionicus,Propionibacterium
antimicrobia,Pseudomonas
palsutris,Ruminococcus
carnaticus,Staphylococcus
sarm,MRSA
mrsa,MRSA
especes,sp
pseudoagalactiae,Streptococcus
ichthyoenteri,Vibrio
iliopsicarius,Vibrio
panaeicida,Vibrio
cbl,CBL
gluconolyticus,Bacillus
gingivicanis,Porphyromonas
"fibrobacter,",Fibrobacter
aborescens,Microbacterium
stethorae,Rickettsiella
peromysci,Bartonella
pecourm,Chlamydia
"afipia,",Afipia
campylobacteriaceae,Family
chlamydiae,Class
maduromycetes,Subclass
streptomycetes,Subclass
anaeroplasmatales,Anaeroplasmatales
anaeroplamataceae,Family
nefrotrófico,Renotrophic
nefrotrópico,Renotrophic
kunitachi,Kunitachi
basidiomycotina,Basidiomycotina
subphylum,Basidiomycotina
dependens,Tritirachium
beurmanni,Sporotrichum
dendrophoma,Dendrophoma
micóticos,Fungal
endófito,Endophyte
endofito,Endophyte
endófitos,Endophyte
entamoebidae,Entamoebida
didelphostrongylus,Didelphostrongylus
hayesi,Didelphostrongylus
equinocócico,Hydatid
coleópteros,Coleoptera
hemípteros,Hemiptera
culícidos,Culicidae
tabánidos,Tabanidae
múscidos,Muscidae
siphonaptera,Siphonaptera
syringophilidae,Family
syringophilus,Syringophilus
bipectinatus,Syringophilus
eurypelma,Eurypelma
hentzii,Eurypelma
cynocephalus,Cynocephalus
solenodonte,Solenodon
cubanus,Cuban
erinaceinae,Hedgehog
hemiechinus,Erinaceus
epomophorus,Epomophorus
rhinolophus,Rhinolophus
tamandua,Tamandus
tamandus,Tamandus
bradypus,Bradypus
pteromyinae,Pteromyini
lagidum,Lagidum
urocyon,Urocyon
bassariscus,Bassariscus
viverra,Viverra
hemigalus,Hemigalus
arctogalidia,Arctogalidia
bdeogale,Bdeogale
arctocephalus,Arctocephalus
gmelini,Equus
sus,Sus
babirusa,Babirusa
babyrousa,Babirusa
tragulus,Tragulus
mazama,Mazama
pudu,Pudu
tragotragus,Eland
bos,Bos
beefalo,Beefalo
bovidae,Bovid
cefalofos,Duiker
